Category,Language,Word,Age_Suitability
Average,English,strike,Teens 13-17
Average,Filipino,mapanlinlang,Teens 13-17
Average,English,numbskull,Teens 13-17
Average,Filipino,mapagmata,Teens 13-17
Average,English,twerp,Teens 13-17
Average,Filipino,malupit,Teens 13-17
Average,English,leech,Teens 13-17
Average,Filipino,mapagsalita,Teens 13-17
Average,English,jackass,Teens 13-17
Average,Filipino,mapagkaila,Teens 13-17
Average,English,buffoon,Teens 13-17
Average,Filipino,madamot,Teens 13-17
Average,English,frustrate,Teens 13-17
Average,Filipino,matigas ang ulo,Teens 13-17
Average,English,crackpot,Teens 13-17
Average,Filipino,madaldal,Teens 13-17
Average,English,scumbag,Teens 13-17
Average,Filipino,mapaghanap,Teens 13-17
Average,English,lousy,Teens 13-17
Average,Filipino,mapanlinlang,Teens 13-17
Average,English,jerkwad,Teens 13-17
Average,Filipino,mapagmataas,Teens 13-17
Average,English,boor,Teens 13-17
Average,Filipino,mapanirang-puri,Teens 13-17
Average,English,goon,Teens 13-17
Average,Filipino,mapangmata,Teens 13-17
Average,English,quarrel,Teens 13-17
Average,Filipino,mapagmataas,Teens 13-17
Average,English,reek,Teens 13-17
Average,Filipino,hindi marunong,Teens 13-17
Average,English,sexy,Teens 13-17
Average,Filipino,putik,Teens 13-17
Average,English,attractive,Teens 13-17
Average,Filipino,loko-loko,Teens 13-17
Average,English,sweat,Teens 13-17
Average,Filipino,tarantado,Teens 13-17
Average,English,yank,Teens 13-17
Average,Filipino,malaswa,Teens 13-17
Average,English,grind,Teens 13-17
Average,Filipino,hinayupak,Teens 13-17
Average,English,blast,Teens 13-17
Average,Filipino,manyakis,Teens 13-17
Average,English,grumpy,Teens 13-17
Average,Filipino,tarantado,Teens 13-17
Average,English,wrath,Teens 13-17
Average,Filipino,bugoy,Teens 13-17
Average,English,expose,Teens 13-17
Average,Filipino,demonyo,Teens 13-17
Average,English,broke,Teens 13-17
Average,Filipino,pasaway,Teens 13-17
Average,English,squabble,Teens 13-17
Average,Filipino,siraulo,Teens 13-17
Average,English,junk,Teens 13-17
Average,Filipino,loko-loko,Teens 13-17
Average,English,curse,Teens 13-17
Average,Filipino,tangina,Teens 13-17
Average,English,moan,Teens 13-17
Average,Filipino,bwisit,Teens 13-17
Average,English,drool,Teens 13-17
Average,Filipino,unggoy,Teens 13-17
Average,English,clap,Teens 13-17
Average,Filipino,galit,Teens 13-17
Average,English,bust,Teens 13-17
Average,Filipino,bugbog,Teens 13-17
Average,English,rockhead,Teens 13-17
Average,Filipino,saksak,Teens 13-17
Average,English,toot,Teens 13-17
Average,Filipino,suntok,Teens 13-17
Average,English,rebel,Teens 13-17
Average,Filipino,dugo,Teens 13-17
Average,English,snot,Teens 13-17
Average,Filipino,laplapan,Teens 13-17
Average,English,hag,Teens 13-17
Average,Filipino,sex,Teens 13-17
Average,English,whiny,Teens 13-17
Average,Filipino,hubad,Teens 13-17
Average,English,scream,Teens 13-17
Average,Filipino,akit,Teens 13-17
Average,English,hush,Teens 13-17
Average,Filipino,tanga,Teens 13-17
Average,English,crummy,Teens 13-17
Average,Filipino,demonyo,Teens 13-17
Average,English,jerk,Teens 13-17
Average,Filipino,malandi,Teens 13-17
Average,English,hellfire,Teens 13-17
Average,Filipino,gago,Teens 13-17
Average,English,arrogant,Teens 13-17
Average,Filipino,kupal,Teens 13-17
Average,English,wreck,Teens 13-17
Average,Filipino,sumpak,Teens 13-17
Average,English,tough,Teens 13-17
Average,Filipino,hinayupak,Teens 13-17
Average,English,choke,Teens 13-17
Average,Filipino,siraulo,Teens 13-17
Average,English,wild,Teens 13-17
Average,Filipino,tado,Teens 13-17
Average,English,buzzed,Teens 13-17
Average,Filipino,takaw,Teens 13-17
Average,English,trash,Teens 13-17
Average,Filipino,loko,Teens 13-17
Average,English,jealous,Teens 13-17
Average,Filipino,tarantado,Teens 13-17
Average,English,envy,Teens 13-17
Average,Filipino,bunganga,Teens 13-17
Average,English,creep,Teens 13-17
Average,Filipino,sagasa,Teens 13-17
Average,English,snob,Teens 13-17
Average,Filipino,talampakan,Teens 13-17
Average,English,sassy,Teens 13-17
Average,Filipino,lampa,Teens 13-17
Average,English,greedy,Teens 13-17
Average,Filipino,bangas,Teens 13-17
Average,English,lustful,Teens 13-17
Average,Filipino,ulol,Teens 13-17
Average,English,vile,Teens 13-17
Average,Filipino,loko-loko,Teens 13-17
Average,English,naggy,Teens 13-17
Average,Filipino,tameme,Teens 13-17
Average,English,lazybones,Teens 13-17
Average,Filipino,demonyito,Teens 13-17
Average,English,abrasive,Teens 13-17
Average,Filipino,putakte,Teens 13-17
Average,English,petty,Teens 13-17
Average,Filipino,loko,Teens 13-17
Average,English,sarcastic,Teens 13-17
Average,Filipino,engkanto,Teens 13-17
Average,English,selfish,Teens 13-17
Average,Filipino,halimaw,Teens 13-17
Average,English,flirtatious,Teens 13-17
Average,Filipino,damoho,Teens 13-17
Average,English,smirking,Teens 13-17
Average,Filipino,gago,Teens 13-17
Average,English,glare,Teens 13-17
Average,Filipino,ulol,Teens 13-17
Average,English,shifty,Teens 13-17
Average,Filipino,kupal,Teens 13-17
Average,English,annoying,Teens 13-17
Average,Filipino,demonyo,Teens 13-17
Average,English,bossy,Teens 13-17
Average,Filipino,kapal-muks,Teens 13-17
Average,English,argumentative,Teens 13-17
Average,Filipino,pasaway,Teens 13-17
Average,English,complaining,Teens 13-17
Average,Filipino,loko,Teens 13-17
Average,English,demanding,Teens 13-17
Average,Filipino,manyak,Teens 13-17
Average,English,irritable,Teens 13-17
Average,Filipino,patapon,Teens 13-17
Average,English,moody,Teens 13-17
Average,Filipino,yawa,Teens 13-17
Average,English,sarcastic,Teens 13-17
Average,Filipino,patay-gutom,Teens 13-17
Average,English,impatient,Teens 13-17
Average,Filipino,sadista,Teens 13-17
Average,English,overbearing,Teens 13-17
Average,Filipino,manlilibre,Teens 13-17
Average,English,self-centered,Teens 13-17
Average,Filipino,taong-gutom,Teens 13-17
Average,English,grumpy,Teens 13-17
Average,Filipino,ulol,Teens 13-17
Average,English,judgmental,Teens 13-17
Average,Filipino,hinayupak,Teens 13-17
Average,English,critical,Teens 13-17
Average,Filipino,manyakis,Teens 13-17
Average,English,nagging,Teens 13-17
Average,Filipino,demonyo,Teens 13-17
Average,English,pessimistic,Teens 13-17
Average,Filipino,tarantado,Teens 13-17
Average,English,rude,Teens 13-17
Average,Filipino,hunghang,Teens 13-17
Average,English,insensitive,Teens 13-17
Average,Filipino,unggoy,Teens 13-17
Average,English,conceited,Teens 13-17
Average,Filipino,pasaway,Teens 13-17
Average,English,boastful,Teens 13-17
Average,Filipino,damuhong,Teens 13-17
Average,English,egotistical,Teens 13-17
Average,Filipino,hinayupak,Teens 13-17
Average,English,snobbish,Teens 13-17
Average,Filipino,demonyo,Teens 13-17
Average,English,gossipy,Teens 13-17
Average,Filipino,pasaway,Teens 13-17
Average,English,jealous,Teens 13-17
Average,Filipino,loko-loko,Teens 13-17
Average,English,stubborn,Teens 13-17
Average,Filipino,masama,Teens 13-17
Average,English,inconsiderate,Teens 13-17
Average,Filipino,kanal,Teens 13-17
Average,English,petty,Teens 13-17
Average,Filipino,gahaman,Teens 13-17
Average,English,impulsive,Teens 13-17
Average,Filipino,mangkukulam,Teens 13-17
Average,English,short-tempered,Teens 13-17
Average,Filipino,sumpa,Teens 13-17
Average,English,defensive,Teens 13-17
Average,Filipino,kuripot,Teens 13-17
Average,English,overly competitive,Teens 13-17
Average,Filipino,sira-ulo,Teens 13-17
Average,English,insecure,Teens 13-17
Average,Filipino,malaswa,Teens 13-17
Average,English,clingy,Teens 13-17
Average,Filipino,materyoso,Teens 13-17
Average,English,needy,Teens 13-17
Average,Filipino,manlulupig,Teens 13-17
Average,English,overreacting,Teens 13-17
Average,Filipino,kurakot,Teens 13-17
Average,English,pushy,Teens 13-17
Average,Filipino,nakawan,Teens 13-17
Average,English,manipulative,Teens 13-17
Average,Filipino,taksil,Teens 13-17
Average,English,lazy,Teens 13-17
Average,Filipino,matapang,Teens 13-17
Average,English,unreliable,Teens 13-17
Average,Filipino,hangal,Teens 13-17
Average,English,flaky,Teens 13-17
Average,Filipino,kaaway,Teens 13-17
Average,English,overly emotional,Teens 13-17
Average,Filipino,bugoy,Teens 13-17
Average,English,dramatic,Teens 13-17
Average,Filipino,maloko,Teens 13-17
Average,English,selfish,Teens 13-17
Average,Filipino,palaban,Teens 13-17
Average,English,two-faced,Teens 13-17
Average,Filipino,makasarili,Teens 13-17
Average,English,deceptive,Teens 13-17
Average,Filipino,kapit-tuko,Teens 13-17
Average,English,untrustworthy,Teens 13-17
Average,Filipino,makati,Teens 13-17
Average,English,arrogant,Teens 13-17
Average,Filipino,maarte,Teens 13-17
Average,English,bossy,Teens 13-17
Average,Filipino,makulit,Teens 13-17
Average,English,controlling,Teens 13-17
Average,Filipino,matampuhin,Teens 13-17
Average,English,ungrateful,Teens 13-17
Average,Filipino,magagalitin,Teens 13-17
Average,English,disrespectful,Teens 13-17
Average,Filipino,mapagmataas,Teens 13-17
Average,English,argumentative,Teens 13-17
Average,Filipino,mainitin ang ulo,Teens 13-17
Average,English,opinionated,Teens 13-17
Average,Filipino,mapangmata,Teens 13-17
Average,English,vindictive,Teens 13-17
Average,Filipino,maarte,Teens 13-17
Average,English,unsympathetic,Teens 13-17
Average,Filipino,mapanirang-puri,Teens 13-17
Average,English,inflexible,Teens 13-17
Average,Filipino,madamot,Teens 13-17
Average,English,blunt,Teens 13-17
Average,Filipino,mapaghanap,Teens 13-17
Average,English,cold,Teens 13-17
Average,Filipino,mahilig magreklamo,Teens 13-17
Average,English,distant,Teens 13-17
Average,Filipino,makasarili,Teens 13-17
Average,English,apathetic,Teens 13-17
Average,Filipino,madaldal,Teens 13-17
Average,English,detached,Teens 13-17
Average,Filipino,tsismoso,Teens 13-17
Average,English,indifferent,Teens 13-17
Average,Filipino,mainggitin,Teens 13-17
Average,English,careless,Teens 13-17
Average,Filipino,sobra sa kontrol,Teens 13-17
Average,English,reckless,Teens 13-17
Average,Filipino,matampuhin,Teens 13-17
Average,English,harsh,Teens 13-17
Average,Filipino,hindi marunong magpasalamat,Teens 13-17
Average,English,abrasive,Teens 13-17
Average,Filipino,mapanghusga,Teens 13-17
Average,English,critical,Teens 13-17
Average,Filipino,masungit,Teens 13-17
Average,English,mean-spirited,Teens 13-17
Average,Filipino,mapagtanim,Teens 13-17
Average,English,unforgiving,Teens 13-17
Average,Filipino,mapanakit,Teens 13-17
Average,English,resentful,Teens 13-17
Average,Filipino,masalimuot,Teens 13-17
Average,English,resentful,Teens 13-17
Average,Filipino,malupit,Teens 13-17
Average,English,intolerant,Teens 13-17
Average,Filipino,matigas ang ulo,Teens 13-17
Average,English,antagonistic,Teens 13-17
Average,Filipino,walang pakialam,Teens 13-17
Average,English,disagreeable,Teens 13-17
Average,Filipino,mapagmataas,Teens 13-17
Average,English,unreasonable,Teens 13-17
Average,Filipino,hindi matapat,Teens 13-17
Average,English,unpleasant,Teens 13-17
Average,Filipino,manipulatibo,Teens 13-17
Average,English,disapproving,Teens 13-17
Average,Filipino,madamot,Teens 13-17
Average,English,griping,Teens 13-17
Average,Filipino,mapanghimasok,Teens 13-17
Average,English,complaining,Teens 13-17
Average,Filipino,mapanlinlang,Teens 13-17
Average,English,fault-finding,Teens 13-17
Average,Filipino,hindi maaasahan,Teens 13-17
Average,English,nitpicking,Teens 13-17
Average,Filipino,makasarili,Teens 13-17
Average,English,picky,Teens 13-17
Average,Filipino,matigas ang ulo,Teens 13-17
Average,English,overly strict,Teens 13-17
Average,Filipino,mapanibughuin,Teens 13-17
Average,English,rigid,Teens 13-17
Average,Filipino,mahilig mang-abuso,Teens 13-17
Average,English,bossy,Teens 13-17
Average,Filipino,hindi magalang,Teens 13-17
Average,English,domineering,Teens 13-17
Average,Filipino,madamot,Teens 13-17
Average,English,dictatorial,Teens 13-17
Average,Filipino,masama ang ugali,Teens 13-17
Average,English,tyrannical,Teens 13-17
Average,Filipino,mapanghamak,Teens 13-17
Average,English,authoritarian,Teens 13-17
Average,Filipino,mataray,Teens 13-17
Average,English,overcontrolling,Teens 13-17
Average,Filipino,mahilig manisi,Teens 13-17
Average,English,unsupportive,Teens 13-17
Average,Filipino,mapanirang-puri,Teens 13-17
Average,English,grim,Teens 13-17
Average,Filipino,mapagbiro,Teens 13-17
Average,English,grave,Teens 13-17
Average,Filipino,mapagpanggap,Teens 13-17
Average,English,savage,Teens 13-17
Average,Filipino,mapagsamantala,Teens 13-17
Average,English,cruel,Teens 13-17
Average,Filipino,hindi maasahan,Teens 13-17
Average,English,heartless,Teens 13-17
Average,Filipino,mapanghusga,Teens 13-17
Average,English,sinful,Teens 13-17
Average,Filipino,masalimuot,Teens 13-17
Average,English,petty,Teens 13-17
Average,Filipino,mapanlinlang,Teens 13-17
Average,English,nasty,Teens 13-17
Average,Filipino,mapagmataas,Teens 13-17
Average,English,wicked,Teens 13-17
Average,Filipino,madamot,Teens 13-17
Average,English,livid,Teens 13-17
Average,Filipino,mapaghiganti,Teens 13-17
Average,English,vengeful,Teens 13-17
Average,Filipino,mapanlinlang,Teens 13-17
Average,English,angry,Teens 13-17
Average,Filipino,mapagmata,Teens 13-17
Average,English,spiteful,Teens 13-17
Average,Filipino,malupit,Teens 13-17
Average,English,bitter,Teens 13-17
Average,Filipino,mapagsalita,Teens 13-17
Average,English,callous,Teens 13-17
Average,Filipino,mapagkaila,Teens 13-17
Average,English,ferocious,Teens 13-17
Average,Filipino,madamot,Teens 13-17
Average,English,cold-hearted,Teens 13-17
Average,Filipino,matigas ang ulo,Teens 13-17
Average,English,ruthless,Teens 13-17
Average,Filipino,madaldal,Teens 13-17
Average,English,malicious,Teens 13-17
Average,Filipino,mapaghanap,Teens 13-17
Average,English,menacing,Teens 13-17
Average,Filipino,mapanlinlang,Teens 13-17
Average,English,spiteful,Teens 13-17
Average,Filipino,mapagmataas,Teens 13-17
Average,English,unforgiving,Teens 13-17
Average,Filipino,mapanirang-puri,Teens 13-17
Average,English,sharp-tongued,Teens 13-17
Average,Filipino,mapangmata,Teens 13-17
Average,English,boisterous,Teens 13-17
Average,Filipino,mapagmataas,Teens 13-17
Average,English,rowdy,Teens 13-17
Average,Filipino,hindi marunong,Teens 13-17
Average,English,belligerent,Teens 13-17
Average,Filipino,putik,Teens 13-17
Average,English,sassy,Teens 13-17
Average,Filipino,loko-loko,Teens 13-17
Average,English,snippy,Teens 13-17
Average,Filipino,tarantado,Teens 13-17
Average,English,prickly,Teens 13-17
Average,Filipino,malaswa,Teens 13-17
Average,English,haughty,Teens 13-17
Average,Filipino,hinayupak,Teens 13-17
Severe,English,fuck,Adults 18+
Severe,Filipino,putangina,Adults 18+
Severe,English,cunt,Adults 18+
Severe,Filipino,ulol,Adults 18+
Severe,English,motherfucker,Adults 18+
Severe,Filipino,hinayupak,Adults 18+
Severe,English,bastard,Adults 18+
Severe,Filipino,demonyo,Adults 18+
Severe,English,decapitate,Adults 18+
Severe,Filipino,pugutan,Adults 18+
Severe,English,torture,Adults 18+
Severe,Filipino,pahirapan,Adults 18+
Severe,English,rape,Adults 18+
Severe,Filipino,gahasa,Adults 18+
Severe,English,maim,Adults 18+
Severe,Filipino,sirain,Adults 18+
Severe,English,gangbang,Adults 18+
Severe,Filipino,orgy,Adults 18+
Severe,English,penetration,Adults 18+
Severe,Filipino,penetrasyon,Adults 18+
Severe,English,pornographic,Adults 18+
Severe,Filipino,pornograpiko,Adults 18+
Severe,English,oral sex,Adults 18+
Severe,Filipino,tsupa,Adults 18+
Severe,English,whore,Adults 18+
Severe,Filipino,pokpok,Adults 18+
Severe,English,cocksucker,Adults 18+
Severe,Filipino,malaswa,Adults 18+
Severe,English,bitch,Adults 18+
Severe,Filipino,tarantado,Adults 18+
Severe,English,cunt,Adults 18+
Severe,Filipino,kanto,Adults 18+
Severe,English,slaughter,Adults 18+
Severe,Filipino,pagpugot,Adults 18+
Severe,English,execution,Adults 18+
Severe,Filipino,madugo,Adults 18+
Severe,English,brutalize,Adults 18+
Severe,Filipino,talamak,Adults 18+
Severe,English,assassinate,Adults 18+
Severe,Filipino,katayan,Adults 18+
Severe,English,molest,Adults 18+
Severe,Filipino,napakasama,Adults 18+
Severe,English,pedophile,Adults 18+
Severe,Filipino,hindi makatao,Adults 18+
Severe,English,necrophilia,Adults 18+
Severe,Filipino,karumal-dumal,Adults 18+
Severe,English,incest,Adults 18+
Severe,Filipino,paghuhusga,Adults 18+
Severe,English,abomination,Adults 18+
Severe,Filipino,manlulupig,Adults 18+
Severe,English,bestiality,Adults 18+
Severe,Filipino,manipis,Adults 18+
Severe,English,sadist,Adults 18+
Severe,Filipino,paslang,Adults 18+
Severe,English,bludgeon,Adults 18+
Severe,Filipino,kriminal,Adults 18+
Severe,English,mutilate,Adults 18+
Severe,Filipino,patayan,Adults 18+
Severe,English,sodomize,Adults 18+
Severe,Filipino,gahasa,Adults 18+
Severe,English,degrade,Adults 18+
Severe,Filipino,manyakis,Adults 18+
Severe,English,lynch,Adults 18+
Severe,Filipino,mamatay-tao,Adults 18+
Severe,English,massacre,Adults 18+
Severe,Filipino,siraulo,Adults 18+
Severe,English,crucify,Adults 18+
Severe,Filipino,sadista,Adults 18+
Severe,English,butcher,Adults 18+
Severe,Filipino,katampalasanan,Adults 18+
Severe,English,fist,Adults 18+
Severe,Filipino,kagaguhan,Adults 18+
Severe,English,impale,Adults 18+
Severe,Filipino,demonyo,Adults 18+
Severe,English,strangle,Adults 18+
Severe,Filipino,sukdulan,Adults 18+
Severe,English,choke,Adults 18+
Severe,Filipino,alipin,Adults 18+
Severe,English,pummel,Adults 18+
Severe,Filipino,malupit,Adults 18+
Severe,English,skin,Adults 18+
Severe,Filipino,katusuhan,Adults 18+
Severe,English,molester,Adults 18+
Severe,Filipino,katampalasan,Adults 18+
Severe,English,exterminate,Adults 18+
Severe,Filipino,kabuktutan,Adults 18+
Severe,English,eliminate,Adults 18+
Severe,Filipino,kalapastangan,Adults 18+
Severe,English,ruthless,Adults 18+
Severe,Filipino,kaguluhan,Adults 18+
Severe,English,psychotic,Adults 18+
Severe,Filipino,madilim,Adults 18+
Severe,English,brutality,Adults 18+
Severe,Filipino,kasuklam-suklam,Adults 18+
Severe,English,massacre,Adults 18+
Severe,Filipino,suklam,Adults 18+
Severe,English,enslave,Adults 18+
Severe,Filipino,poot,Adults 18+
Severe,English,pillager,Adults 18+
Severe,Filipino,kabuktutan,Adults 18+
Severe,English,murderer,Adults 18+
Severe,Filipino,kaaway,Adults 18+
Severe,English,diabolical,Adults 18+
Severe,Filipino,pasakit,Adults 18+
Severe,English,rapist,Adults 18+
Severe,Filipino,kaguluhan,Adults 18+
Severe,English,sadistic,Adults 18+
Severe,Filipino,madugo,Adults 18+
Severe,English,malicious,Adults 18+
Severe,Filipino,pangungutya,Adults 18+
Severe,English,violent,Adults 18+
Severe,Filipino,pagpapahirap,Adults 18+
Severe,English,barbarian,Adults 18+
Severe,Filipino,pagpatay,Adults 18+
Severe,English,slay,Adults 18+
Severe,Filipino,kasamaan,Adults 18+
Severe,English,chained,Adults 18+
Severe,Filipino,mananakit,Adults 18+
Severe,English,cruelty,Adults 18+
Severe,Filipino,manggagahasa,Adults 18+
Severe,English,scalped,Adults 18+
Severe,Filipino,pangangalunya,Adults 18+
Severe,English,horrific,Adults 18+
Severe,Filipino,sadista,Adults 18+
Severe,English,dismember,Adults 18+
Severe,Filipino,mapanghamak,Adults 18+
Severe,English,torturous,Adults 18+
Severe,Filipino,malupit,Adults 18+
Severe,English,sadism,Adults 18+
Severe,Filipino,siraulo,Adults 18+
Severe,English,rape culture,Adults 18+
Severe,Filipino,kriminal,Adults 18+
Severe,English,brutal murder,Adults 18+
Severe,Filipino,kataksilan,Adults 18+
Severe,English,sexual predator,Adults 18+
Severe,Filipino,panloloko,Adults 18+
Severe,English,heinous act,Adults 18+
Severe,Filipino,mang-aalipin,Adults 18+
Severe,English,inhumanity,Adults 18+
Severe,Filipino,gulo,Adults 18+
Severe,English,sacrilegious,Adults 18+
Severe,Filipino,krisis,Adults 18+
Severe,English,predatory,Adults 18+
Severe,Filipino,kalaswaan,Adults 18+
Severe,English,evil incarnate,Adults 18+
Severe,Filipino,pagdurusa,Adults 18+
Severe,English,carnage,Adults 18+
Severe,Filipino,karuwagan,Adults 18+
Severe,English,pillaged,Adults 18+
Severe,Filipino,kalapastangan,Adults 18+
Severe,English,genocide,Adults 18+
Severe,Filipino,katampalasanan,Adults 18+
Severe,English,decimate,Adults 18+
Severe,Filipino,pang-aabuso,Adults 18+
Severe,English,torture device,Adults 18+
Severe,Filipino,siraulo,Adults 18+
Severe,English,bloodshed,Adults 18+
Severe,Filipino,pagpatay sa puri,Adults 18+
Severe,English,executioner,Adults 18+
Severe,Filipino,pagpatay ng inosente,Adults 18+
Severe,English,terrorize,Adults 18+
Severe,Filipino,kaguluhan,Adults 18+
Severe,English,impaled,Adults 18+
Severe,Filipino,kadiliman,Adults 18+
Severe,English,castrate,Adults 18+
Severe,Filipino,pag-aalipusta,Adults 18+
Severe,English,obliterate,Adults 18+
Severe,Filipino,kasakiman,Adults 18+
Severe,English,desecrate,Adults 18+
Severe,Filipino,kriminalidad,Adults 18+
Severe,English,disgrace,Adults 18+
Severe,Filipino,kalokohan,Adults 18+
Severe,English,abuse,Adults 18+
Severe,Filipino,walang awa,Adults 18+
Severe,English,devastation,Adults 18+
Severe,Filipino,pang-iinsulto,Adults 18+
Severe,English,slaughterhouse,Adults 18+
Severe,Filipino,karumal-dumal na krimen,Adults 18+
Severe,English,bloodbath,Adults 18+
Severe,Filipino,kaguluhan,Adults 18+
Severe,English,merciless,Adults 18+
Severe,Filipino,karuwagan,Adults 18+
Severe,English,butchery,Adults 18+
Severe,Filipino,pananakit,Adults 18+
Severe,English,murderous,Adults 18+
Severe,Filipino,sadistang gawain,Adults 18+
Severe,English,rampage,Adults 18+
Severe,Filipino,pagkawasak,Adults 18+
Severe,English,eviscerate,Adults 18+
Severe,Filipino,trahedya,Adults 18+
Severe,English,horrendous,Adults 18+
Severe,Filipino,pag-aalipusta sa inosente,Adults 18+
Severe,English,mutilation,Adults 18+
Severe,Filipino,kalupitan,Adults 18+
Severe,English,barbarism,Adults 18+
Severe,Filipino,kataksilan,Adults 18+
Severe,English,assassination,Adults 18+
Severe,Filipino,pang-aabuso sa kapangyarihan,Adults 18+
Severe,English,disgusting,Adults 18+
Severe,Filipino,kasamaan,Adults 18+
Severe,English,perverted,Adults 18+
Severe,Filipino,pang-aalipin,Adults 18+
Severe,English,heinous crime,Adults 18+
Severe,Filipino,mapang-abuso,Adults 18+
Severe,English,unspeakable,Adults 18+
Severe,Filipino,mapang-api,Adults 18+
Severe,English,horror,Adults 18+
Severe,Filipino,nananakit,Adults 18+
Severe,English,grotesque,Adults 18+
Severe,Filipino,nambubugbog,Adults 18+
Severe,English,mass killings,Adults 18+
Severe,Filipino,mapanakit,Adults 18+
Severe,English,violation,Adults 18+
Severe,Filipino,mapang-alipusta,Adults 18+
Severe,English,blood-curdling,Adults 18+
Severe,Filipino,mapang-insulto,Adults 18+
Severe,English,atrocious,Adults 18+
Severe,Filipino,mapang-hamak,Adults 18+
Severe,English,maniacal,Adults 18+
Severe,Filipino,mapanira,Adults 18+
Severe,English,tyrannical,Adults 18+
Severe,Filipino,mapagsamantala,Adults 18+
Severe,English,mercenary,Adults 18+
Severe,Filipino,manipulahin,Adults 18+
Severe,English,inflict,Adults 18+
Severe,Filipino,mapang-utak,Adults 18+
Severe,English,inhuman,Adults 18+
Severe,Filipino,mapang-hari-harian,Adults 18+
Severe,English,remorseless,Adults 18+
Severe,Filipino,mapanira ng puri,Adults 18+
Severe,English,vile act,Adults 18+
Severe,Filipino,mapanlinlang,Adults 18+
Severe,English,scourge,Adults 18+
Severe,Filipino,nanlalamang,Adults 18+
Severe,English,damnation,Adults 18+
Severe,Filipino,mapang-insulto,Adults 18+
Severe,English,abhorrent,Adults 18+
Severe,Filipino,mapanghusga,Adults 18+
Severe,English,savage crime,Adults 18+
Severe,Filipino,mapang-api,Adults 18+
Severe,English,unholy,Adults 18+
Severe,Filipino,mapagsamantala,Adults 18+
Severe,English,sinister,Adults 18+
Severe,Filipino,mapanghimasok,Adults 18+
Severe,English,sacrilege,Adults 18+
Severe,Filipino,mapagsamantala,Adults 18+
Severe,English,violator,Adults 18+
Severe,Filipino,nambubugbog,Adults 18+
Severe,English,defiler,Adults 18+
Severe,Filipino,mapanira ng puri,Adults 18+
Severe,English,mauler,Adults 18+
Severe,Filipino,mapanira,Adults 18+
Severe,English,sinner,Adults 18+
Severe,Filipino,mapang-api,Adults 18+
Severe,English,hateful,Adults 18+
Severe,Filipino,mapang-bulabog,Adults 18+
Severe,English,destructive,Adults 18+
Severe,Filipino,nambubulabog,Adults 18+
Severe,English,traumatic,Adults 18+
Severe,Filipino,mapanghimasok,Adults 18+
Severe,English,heartless,Adults 18+
Severe,Filipino,mapanlinlang,Adults 18+
Severe,English,remorseless killing,Adults 18+
Severe,Filipino,mapanghimasok,Adults 18+
Severe,English,sadistic punishment,Adults 18+
Severe,Filipino,mapanira,Adults 18+
Severe,English,darkness,Adults 18+
Severe,Filipino,mapang-api,Adults 18+
Severe,English,execution squad,Adults 18+
Severe,Filipino,mapagsamantala,Adults 18+
Severe,English,death march,Adults 18+
Severe,Filipino,mapangutak,Adults 18+
Severe,English,ravager,Adults 18+
Severe,Filipino,mapagsamantala,Adults 18+
Severe,English,tyrant,Adults 18+
Severe,Filipino,mapang-ape,Adults 18+
Severe,English,despot,Adults 18+
Severe,Filipino,mapanghimasok,Adults 18+
Severe,English,catastrophic,Adults 18+
Severe,Filipino,mapang-api,Adults 18+
Severe,English,annihilation,Adults 18+
Severe,Filipino,mapanira ng puri,Adults 18+
Severe,English,vengeful,Adults 18+
Severe,Filipino,mapanlinlang,Adults 18+
Severe,English,relentless,Adults 18+
Severe,Filipino,mapagsamantala,Adults 18+
Severe,English,abusive,Adults 18+
Severe,Filipino,mapang-api,Adults 18+
Severe,English,violent,Adults 18+
Severe,Filipino,mapang-ape,Adults 18+
Severe,English,threatening,Adults 18+
Severe,Filipino,mapanghusga,Adults 18+
Severe,English,vicious,Adults 18+
Severe,Filipino,mapang-api,Adults 18+
Severe,English,cruel,Adults 18+
Severe,Filipino,mapanira,Adults 18+
Severe,English,hateful,Adults 18+
Severe,Filipino,mapanghusga,Adults 18+
Severe,English,malicious,Adults 18+
Severe,Filipino,mapanlinlang,Adults 18+
Severe,English,spiteful,Adults 18+
Severe,Filipino,mapanira,Adults 18+
Severe,English,vindictive,Adults 18+
Severe,Filipino,mapanira ng puri,Adults 18+
Severe,English,exploitative,Adults 18+
Severe,Filipino,mapang-api,Adults 18+
Severe,English,deceptive,Adults 18+
Severe,Filipino,mapang-alipusta,Adults 18+
Severe,English,manipulative,Adults 18+
Severe,Filipino,mapang-insulto,Adults 18+
Severe,English,controlling,Adults 18+
Severe,Filipino,mapanira,Adults 18+
Severe,English,bullying,Adults 18+
Severe,Filipino,mapanira ng puri,Adults 18+
Severe,English,oppressive,Adults 18+
Severe,Filipino,mapanira,Adults 18+
Severe,English,prejudiced,Adults 18+
Severe,Filipino,mapang-api,Adults 18+
Severe,English,discriminatory,Adults 18+
Severe,Filipino,mapagsamantala,Adults 18+
Severe,English,racist,Adults 18+
Severe,Filipino,mapanira,Adults 18+
Severe,English,sexist,Adults 18+
Severe,Filipino,mapang-api,Adults 18+
Severe,English,homophobic,Adults 18+
Severe,Filipino,mapanlinlang,Adults 18+
Severe,English,misogynistic,Adults 18+
Severe,Filipino,mapagsamantala,Adults 18+
Severe,English,harassing,Adults 18+
Severe,Filipino,mapanira,Adults 18+
